,Accession,Host,Isolation Host,staining
11373,MG271909,Synechococcus,Synechococcus sp.,negative
11374,MG065692,Campylobacter,Campylobacter jejuni,negative
11375,MG065690,Campylobacter,Campylobacter jejuni,negative
11376,MG065689,Campylobacter,Campylobacter jejuni,negative
11377,MG065688,Campylobacter,Campylobacter jejuni,negative
11378,MG065687,Campylobacter,Campylobacter jejuni,negative
11379,MG065684,Campylobacter,Campylobacter jejuni,negative
11380,MG065682,Campylobacter,Campylobacter jejuni,negative
11381,MG065681,Campylobacter,Campylobacter jejuni,negative
11382,MG065680,Campylobacter,Campylobacter jejuni,negative
11383,MG065679,Campylobacter,Campylobacter jejuni,negative
11384,MG065677,Campylobacter,Campylobacter jejuni,negative
11385,MG065676,Campylobacter,Campylobacter jejuni,negative
11386,MG065675,Campylobacter,Campylobacter jejuni,negative
11387,MG065674,Campylobacter,Campylobacter jejuni,negative
11388,MG065672,Campylobacter,Campylobacter jejuni,negative
11389,MG065671,Campylobacter,Campylobacter jejuni,negative
11390,MG065670,Campylobacter,Campylobacter jejuni,negative
11391,MG065669,Campylobacter,Campylobacter jejuni,negative
11392,MG065668,Campylobacter,Campylobacter jejuni,negative
11393,MG065667,Campylobacter,Campylobacter jejuni,negative
11394,MG065666,Campylobacter,Campylobacter jejuni,negative
11395,MG065665,Campylobacter,Campylobacter jejuni,negative
11396,MG065664,Campylobacter,Campylobacter jejuni,negative
11397,MG065663,Campylobacter,Campylobacter jejuni,negative
11398,MG065662,Campylobacter,Campylobacter jejuni,negative
11399,MG065661,Campylobacter,Campylobacter jejuni,negative
11400,MG065659,Campylobacter,Campylobacter jejuni,negative
11401,MG065658,Campylobacter,Campylobacter jejuni,negative
11402,MG065657,Campylobacter,Campylobacter jejuni,negative
11403,MG065656,Campylobacter,Campylobacter jejuni,negative
11404,MG065655,Campylobacter,Campylobacter jejuni,negative
11405,MG065654,Campylobacter,Campylobacter,negative
11406,MG065653,Campylobacter,Campylobacter,negative
11407,MG065652,Campylobacter,Campylobacter jejuni,negative
11408,MG065650,Campylobacter,Campylobacter jejuni,negative
11409,MG065649,Campylobacter,Campylobacter jejuni,negative
11410,MG065648,Campylobacter,Campylobacter jejuni,negative
11411,MG065647,Campylobacter,Campylobacter jejuni,negative
11412,MG065646,Campylobacter,Campylobacter jejuni,negative
11413,MG065645,Campylobacter,Campylobacter jejuni,negative
11414,MG065644,Campylobacter,Campylobacter jejuni,negative
11415,MG065643,Campylobacter,Campylobacter jejuni,negative
11416,MG065642,Campylobacter,Campylobacter jejuni,negative
11417,MG065641,Campylobacter,Campylobacter jejuni,negative
11418,MG065640,Campylobacter,Campylobacter jejuni,negative
11419,MG065639,Campylobacter,Campylobacter jejuni,negative
11420,MG065637,Campylobacter,Campylobacter jejuni,negative
11421,MG065636,Campylobacter,Campylobacter jejuni,negative
11422,MG065635,Campylobacter,Campylobacter jejuni,negative
11423,KX379666,Lactococcus,Lactococcus lactis,positive
11424,KX379664,Lactococcus,Lactococcus lactis,positive
11425,KX379665,Lactococcus,Lactococcus lactis,positive
11426,KX379667,Lactococcus,Lactococcus lactis,positive
11427,KX379668,Lactococcus,Lactococcus lactis,positive
11428,KX379669,Lactococcus,Lactococcus lactis,positive
11429,KX379670,Lactococcus,Lactococcus lactis,positive
11430,KX379671,Lactococcus,Lactococcus lactis,positive
11431,KX379672,Lactococcus,Lactococcus lactis,positive
11432,KX379673,Lactococcus,Lactococcus lactis,positive
11433,KU935715,Acinetobacter,Acinetobacter baumannii,negative
11434,KU574722,Pectobacterium,Pectobacterium carotovorum,negative
11436,MG603697,Vibrio,Vibrio parahaemolyticus,negative
11437,MG563770,Escherichia,Escherichia coli,negative
11438,MG545917,Vibrio,Vibrio parahaemolyticus,negative
11439,MG599035,Acinetobacter,Acinetobacter baumannii,negative
11440,MG674163,Acinetobacter,Acinetobacter baumannii,negative
11441,MG407615,Salmonella,Salmonella enterica,positive
11444,KX455876,Aeromonas,Aeromonas hydrophila,negative
11445,MG552615,Klebsiella,Klebsiella pneumoniae,negative
11446,MG241338,Salmonella,Salmonella enterica,positive
11447,KY652725,Klebsiella,Klebsiella pneumoniae,negative
11448,KY652724,Klebsiella,Klebsiella pneumoniae,negative
11449,KY652723,Klebsiella,Klebsiella pneumoniae,negative
11450,KX231829,Enterobacter,Enterobacter sp.,negative
11451,KX669227,Escherichia,Escherichia coli,negative
11452,KX405003,Salmonella,Salmonella enterica,positive
11453,KX405002,Salmonella,Salmonella enterica,positive
11454,KX231828,Enterobacter,Enterobacter sp.,negative
11455,KT206225,Mycobacterium,Mycobacterium phlei,positive
11456,KJ410134,Mycobacterium,Mycobacterium smegmatis,positive
11457,KJ410132,Mycobacterium,Mycobacterium smegmatis,positive
11458,JX899358,Mycobacterium,Mycobacterium smegmatis,positive
11459,MG208881,Escherichia,Escherichia coli,negative
11460,KX776161,Salmonella,Salmonella enterica,positive
11461,MG309718,Lactococcus,Lactococcus lactis,positive
11462,MG309717,Lactococcus,Lactococcus lactis,positive
11463,MG488277,Escherichia,Escherichia coli,negative
11464,MG459218,Acinetobacter,Acinetobacter baumannii,negative
11465,MG387042,Salmonella,Salmonella sp.,positive
11466,MG324354,Corynebacterium,Corynebacterium glutamicum,positive
11467,MG324353,Corynebacterium,Corynebacterium glutamicum,positive
11469,MG214764,Citromicrobium,Citromicrobium sp.,negative
11470,MG252693,Lactobacillus,Lactobacillus plantarum,positive
11471,MG050172,Escherichia,Escherichia coli,negative
11476,MG209611,Aphanizomenon,Aphanizomenon flos-aquae,negative
11478,KP010413,Salmonella,Salmonella enterica,positive
11482,MF979564,Pectobacterium,Pectobacterium sp.,negative
11483,MF979563,Pectobacterium,Pectobacterium sp.,negative
11484,MF979562,Pectobacterium,Pectobacterium sp.,negative
11485,MF979561,Pectobacterium,Pectobacterium sp.,negative
11486,MF979560,Pectobacterium,Pectobacterium sp.,negative
11487,MF979559,Ralstonia,Ralstonia solanacearum,negative
11488,MG201401,Escherichia,Escherichia coli,negative
11489,MG018224,Stenotrophomonas,Stenotrophomonas maltophilia,negative
11490,KX778611,Serratia,Serratia marcescens,negative
11491,KY883658,Vibrio,Vibrio cholerae,negative
11492,KY883657,Vibrio,Vibrio cholerae,negative
11493,KY883656,Vibrio,Vibrio cholerae,negative
11494,KY883655,Vibrio,Vibrio cholerae,negative
11495,KY883654,Vibrio,Vibrio cholerae,negative
11496,KY883653,Vibrio,Vibrio cholerae,negative
11497,KY883652,Vibrio,Vibrio cholerae,negative
11498,KY883651,Vibrio,Vibrio cholerae,negative
11499,KY883650,Vibrio,Vibrio cholerae,negative
11500,KY883649,Vibrio,Vibrio cholerae,negative
11501,KY883648,Vibrio,Vibrio cholerae,negative
11502,KY883647,Vibrio,Vibrio cholerae,negative
11503,KY883646,Vibrio,Vibrio cholerae,negative
11504,KY883645,Vibrio,Vibrio cholerae,negative
11505,KY883644,Vibrio,Vibrio cholerae,negative
11506,KY883643,Vibrio,Vibrio cholerae,negative
11507,KY883642,Vibrio,Vibrio cholerae,negative
11508,KY883641,Vibrio,Vibrio cholerae,negative
11509,KY883640,Vibrio,Vibrio cholerae,negative
11510,KY883639,Vibrio,Vibrio cholerae,negative
11511,KY883638,Vibrio,Vibrio cholerae,negative
11512,KY883637,Vibrio,Vibrio cholerae,negative
11513,KY883636,Vibrio,Vibrio cholerae,negative
11514,KY883635,Vibrio,Vibrio cholerae,negative
11515,KY883634,Vibrio,Vibrio cholerae,negative
11516,MF574151,Vibrio,Vibrio sp.,negative
11519,KJ190157,Escherichia,Escherichia coli,negative
11520,MF807953,Escherichia,Escherichia coli,negative
11521,KT232076,Escherichia,Escherichia coli,negative
11522,MF497422,Vibrio,Vibrio splendidus,negative
11524,MG049919,Shigella,Shigella flexneri,negative
11525,MF999224,Lactobacillus,Lactobacillus casei,positive
11526,MF996376,Escherichia,Escherichia coli,negative
11528,MF988720,Pseudoalteromonas,Pseudoalteromonas phenolica,negative
11529,MF959999,Marinobacter,Marinobacter,negative
11530,MF959998,Marinobacter,Marinobacter,negative
11531,MG197996,Escherichia,Escherichia coli,negative
11532,MF398190,Staphylococcus,Staphylococcus aureus,positive
11533,KY652726,Klebsiella,Klebsiella pneumoniae,negative
11534,MF498773,Aeromonas,Aeromonas salmonicida,negative
11535,KY114934,Salmonella,Salmonella enterica,positive
11536,KX011028,Staphylococcus,Staphylococcus cohnii,positive
11537,MF498775,Aeromonas,Aeromonas salmonicida,negative
11538,MF158045,Shigella,"Shigella flexneri,",negative
11539,MF681663,Salmonella,Salmonella enterica,positive
11540,MF663761,Klebsiella,Klebsiella pneumoniae,negative
11541,MF614100,Klebsiella,Klebsiella pneumoniae,negative
11542,MF621978,Caulobacter,Caulobacter crescentus,negative
11543,MF805809,Escherichia,shiga toxin-producing,negative
11544,MF663786,Bordetella,Bordetella bronchiseptica,negative
11545,AP018399,Xanthomonas,Xanthomonas citri,negative
11546,MF787246,Lactobacillus,Lactobacillus pentosus,positive
11548,MF158046,Shigella,"Shigella flexneri,",negative
11549,MF158044,Shigella,Shigella flexneri,negative
11550,MF158043,Shigella,Shigella flexneri,negative
11551,MF158042,Shigella,"Shigella dysenteriae,",negative
11552,MF158041,Shigella,Shigella flexneri,negative
11553,MF158040,Shigella,Shigella flexneri,negative
11554,MF158039,Shigella,Shigella flexneri;,negative
11555,MF158037,Salmonella,Salmonella enterica,positive
11556,MF614628,Sinorhizobium,Sinorhizobium sp.,negative
11557,MF614627,Sinorhizobium,Sinorhizobium sp.,negative
11558,KY549443,Enterococcus,Enterococcus faecium,positive
11559,MF695815,Klebsiella,Klebsiella pneumoniae,negative
11561,MF595878,Caldibacillus,Caldibacillus debilis,negative
11562,KY612839,Vibrio,Vibrio corallilyticus,negative
11563,KY295894,Escherichia,Escherichia coli,negative
11564,KY295899,Escherichia,Escherichia coli,negative
11565,KY295897,Escherichia,Escherichia coli,negative
11566,KY295893,Escherichia,Escherichia coli,negative
11567,KY295892,Escherichia,Escherichia coli,negative
11568,KY295891,Escherichia,Escherichia coli,negative
11569,MF285618,Serratia,Serratia marcescens,negative
11570,MF285617,Leclercia,Leclercia adecarboxylata,negative
11571,MF285616,Leclercia,Leclercia adecarboxylata,negative
11572,MF285620,Serratia,Serratia marcescens,negative
11573,MF285619,Serratia,Serratia marcescens,negative
11574,MF285615,Klebsiella,Klebsiella pneumoniae,negative
11575,MF001367,Staphylococcus,Staphylococcus aureus,positive
11576,MF001366,Salmonella,Salmonella enterica,positive
11577,MF001365,Staphylococcus,Staphylococcus aureus,positive
11578,MF001362,Salmonella,Salmonella enterica,positive
11579,MF001361,Enterococcus,Enterococcus faecalis,positive
11580,MF001360,Escherichia,Escherichia coli,negative
11581,MF001359,Escherichia,Escherichia coli,negative
11582,MF001358,Enterococcus,Enterococcus faecalis,positive
11583,MF001356,Salmonella,Salmonella enterica,positive
11584,MF001355,Proteus,Proteus mirabilis,negative
11585,MF001354,Salmonella,Salmonella enterica,positive
11586,MF678790,Enterococcus,Enterococcus faecalis,positive
11587,MF678789,Enterococcus,Enterococcus faecalis,positive
11588,MF678788,Enterococcus,Enterococcus faecalis,positive
11589,MF375456,Xanthomonas,Xanthomonas sp.,negative
11630,KX826077,Salmonella,Salmonella enterica,positive
11631,MF476925,Klebsiella,Klebsiella pneumoniae,negative
11632,MF476924,Klebsiella,Klebsiella pneumoniae,negative
11633,MF415413,Klebsiella,Klebsiella pneumoniae,negative
11634,MF415412,Klebsiella,Klebsiella pneumoniae,negative
11635,MF415411,Klebsiella,Klebsiella pneumoniae,negative
11636,MF415410,Klebsiella,Klebsiella pneumoniae,negative
11637,KY942057,Dickeya,Dickeya solani,negative
11638,KY942056,Dickeya,Dickeya solani,negative
11639,KY629563,Sphingobium,Sphingobium sp.,negative
11640,KX911187,Rathayibacter,Rathayibacter toxicus,positive
11641,KY630163,Salmonella,Salmonella gallinarum,positive
11642,KJ206563,Staphylococcus,Staphylococcus,positive
11643,KJ206562,Staphylococcus,Staphylococcus,positive
11644,KJ206561,Staphylococcus,Staphylococcus,positive
11645,KJ206559,Staphylococcus,Staphylococcus,positive
11646,KX889068,Vibrio,Vibrio splendidus,negative
11648,MF370965,Pseudoalteromonas,Pseudoalteromonas sp.,negative
11649,MF370964,Pseudoalteromonas,Pseudoalteromonas sp.,negative
11650,MF479730,Aeromonas,Aeromonas salmonicida,negative
11651,MF448340,Aeromonas,Aeromonas salmonicida,negative
11652,KM359505,Prochlorococcus,Prochlorococcus sp.,negative
11653,KY829116,Acinetobacter,Acinetobacter baumannii,negative
11654,MF356679,Escherichia,Escherichia coli,negative
11656,KY670595,Acinetobacter,Acinetobacter baumannii,negative
11657,KY290958,Aeromonas,Aeromonas salmonicida,negative
11658,KY290957,Aeromonas,Aeromonas salmonicida,negative
11659,KY290956,Aeromonas,Aeromonas salmonicida,negative
11660,KY290955,Aeromonas,Aeromonas salmonicida,negative
11661,KY290954,Aeromonas,Aeromonas salmonicida,negative
11662,KY290953,Aeromonas,Aeromonas salmonicida,negative
11663,KY290952,Aeromonas,Aeromonas salmonicida,negative
11664,KY290951,Aeromonas,Aeromonas salmonicida,negative
11665,KY290950,Aeromonas,Aeromonas salmonicida,negative
11666,KY290949,Aeromonas,Aeromonas salmonicida,negative
11667,KY290948,Aeromonas,Aeromonas salmonicida,negative
11668,KY290947,Aeromonas,Aeromonas salmonicida,negative
11669,KY979132,Acidovorax,Acidovorax citrulli,negative
11670,MF481197,Marinomonas,Marinomonas sp.,negative
11671,KY794643,Staphylococcus,Staphylococcus aureus,positive
11672,KY794642,Staphylococcus,Staphylococcus aureus,positive
11673,KY794641,Staphylococcus,Staphylococcus aureus,positive
11675,KX258185,Klebsiella,Klebsiella pneumoniae,negative
11676,KT630649,Salmonella,Salmonella enterica,positive
11677,KT240186,Dickeya,Dickeya sp.,negative
11678,MF150911,Ralstonia,Ralstonia solanacearum,negative
11679,MF402939,Escherichia,Escherichia coli,negative
11683,KY860935,Salmonella,Salmonella enterica,positive
11684,KY065149,Vibrio,Vibrio cholerae,negative
11685,KY065148,Vibrio,Vibrio cholerae,negative
11686,KY065147,Vibrio,Vibrio cholerae,negative
11687,KY417925,Ochrobactrum,Ochrobactrum intermedium,negative
11688,KX669658,Ochrobactrum,Ochrobactrum anthropi,negative
11689,KT588075,Acinetobacter,Acinetobacter baumannii,negative
11690,KY661963,Liberibacter,Candidatus Liberibacter,negative
11691,KY389316,Klebsiella,Klebsiella pneumoniae,negative
11692,KY389315,Klebsiella,Klebsiella pneumoniae,negative
11693,KY082667,Acinetobacter,Acinetobacter baumannii,negative
11694,KY926793,Propionibacterium,Propionibacterium acnes,positive
11695,KY926792,Propionibacterium,Propionibacterium acnes,positive
11696,KY979108,Escherichia,Escherichia coli,negative
11697,MF188997,Salmonella,Salmonella enterica,positive
11698,MF346584,Acinetobacter,Acinetobacter baumannii,negative
11699,KX578044,Leuconostoc,Leuconostoc mesenteroides,positive
11700,KX578043,Leuconostoc,Leuconostoc mesenteroides,positive
11701,KX578042,Leuconostoc,Leuconostoc mesenteroides,positive
11702,KX555527,Leuconostoc,Leuconostoc pseudomesenteroides,positive
11704,KY296501,Xenohaliotis,Candidatus Xenohaliotis,negative
11705,KY296500,Xenohaliotis,Candidatus Xenohaliotis,negative
11706,MF166859,Pasteurella,Pasteurella multocida,negative
11707,KY268296,Acinetobacter,Acinetobacter baumannii,negative
11708,KY268295,Acinetobacter,Acinetobacter baumannii,negative
11712,MF044457,Escherichia,Escherichia coli,negative
11732,KT588073,Acinetobacter,Acinetobacter baumannii,negative
11733,KY658680,Vibrio,Vibrio anguillarum,negative
11734,KY658679,Vibrio,Vibrio anguillarum,negative
11735,KY658678,Vibrio,Vibrio anguillarum,negative
11736,KY658677,Vibrio,Vibrio anguillarum,negative
11737,KY658676,Vibrio,Vibrio anguillarum,negative
11738,KY658675,Vibrio,Vibrio anguillarum,negative
11739,KY658674,Vibrio,Vibrio anguillarum,negative
11740,KX581100,Vibrio,Vibrio anguillarum,negative
11741,KX581099,Vibrio,Vibrio anguillarum,negative
11742,KX581098,Vibrio,Vibrio anguillarum,negative
11743,KX581097,Vibrio,Vibrio anguillarum,negative
11744,KX581095,Vibrio,Vibrio anguillarum,negative
11745,KX581094,Vibrio,Vibrio anguillarum,negative
11746,KX581093,Vibrio,Vibrio anguillarum,negative
11747,KX581092,Vibrio,Vibrio anguillarum,negative
11748,KX581091,Vibrio,Vibrio anguillarum,negative
11749,KX581090,Vibrio,Vibrio anguillarum,negative
11751,MF036692,Serratia,Serratia sp.,negative
11752,MF036691,Serratia,Serratia sp.,negative
11753,MF036690,Serratia,Serratia sp.,negative
11754,KY985004,Escherichia,Escherichia coli,negative
11755,KY945241,Synechococcus,Synechococcus sp.,negative
11756,KY962008,Escherichia,Escherichia coli,negative
11757,MF074189,Sinorhizobium,Sinorhizobium meliloti,negative
11758,KM576124,Klebsiella,Klebsiella pneumoniae,negative
11759,KT820175,Ruegeria,Ruegeria mobilis,negative
11760,KX241618,Xanthomonas,Xanthomonas oryzae,negative
11769,KY499642,Vibrio,Vibrio alginolyticus,negative
11770,KY056620,Staphylococcus,Staphylococcus aureus,positive
11771,KT878766,Staphylococcus,Staphylococcus aureus,positive
11772,KT809369,Staphylococcus,Staphylococcus aureus,positive
11773,KT809368,Staphylococcus,Staphylococcus aureus,positive
11774,KY779849,Staphylococcus,Staphylococcus aureus,positive
11775,KY779848,Staphylococcus,Staphylococcus aureus,positive
11776,KY554776,Lactococcus,Lactococcus lactis,positive
11777,KY945355,Mycobacterium,Mycobacterium smegmatis,positive
11778,KY940711,Bradyrhizobium,Bradyrhizobium diazoefficiens,negative
11779,KY271396,Klebsiella,Klebsiella pneumoniae,negative
11780,KY744235,Sulfolobus,Sulfolobus islandicus,negative
11781,KY744234,Sulfolobus,Sulfolobus islandicus,negative
11782,KY744233,Sulfolobus,Sulfolobus islandicus,negative
11783,KY744232,Sulfolobus,Sulfolobus islandicus,negative
11784,KY744231,Sulfolobus,Sulfolobus islandicus,negative
11785,KY744230,Sulfolobus,Sulfolobus islandicus,negative
11786,KY744229,Sulfolobus,Sulfolobus islandicus,negative
11787,KY744228,Sulfolobus,Sulfolobus islandicus,negative
11788,KY853667,Xanthomonas,Xanthomonas oryzae,negative
11789,KT945995,Enterococcus,Enterococcus faecium,positive
11790,KX171213,Staphylococcus,Staphylococcus sp.,positive
11791,KX171212,Staphylococcus,Staphylococcus sp.,positive
11792,KX171211,Salmonella,Salmonella sp.,positive
11796,KX833905,Lactococcus,Lactococcus garvieae,positive
11798,KY554777,Lactococcus,Lactococcus lactis,positive
11799,KY554775,Lactococcus,Lactococcus lactis,positive
11800,KY554774,Lactococcus,Lactococcus lactis,positive
11801,KY554773,Lactococcus,Lactococcus lactis,positive
11802,KY554772,Lactococcus,Lactococcus lactis,positive
11803,KY554771,Lactococcus,Lactococcus lactis,positive
11804,KY554770,Lactococcus,Lactococcus lactis,positive
11805,KY554769,Lactococcus,Lactococcus lactis,positive
11806,KY554768,Lactococcus,Lactococcus lactis,positive
11807,KY554767,Lactococcus,Lactococcus lactis,positive
11808,KY554766,Lactococcus,Lactococcus lactis,positive
11809,KY554765,Lactococcus,Lactococcus lactis,positive
11810,KY554764,Lactococcus,Lactococcus lactis,positive
11811,KY554763,Lactococcus,Lactococcus lactis,positive
11812,KY554762,Lactococcus,Lactococcus lactis,positive
11813,KY554761,Lactococcus,Lactococcus lactis,positive
11814,KY554760,Lactococcus,Lactococcus lactis,positive
11815,KX443552,Cronobacter,Cronobacter sakazakii,negative
11816,KX431560,Cronobacter,Cronobacter sakazakii,negative
