,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
9283,KY290756,negative,43121,False,43.401,DNA,47,97.8723404255319,2.12765957446809,87.9594629067044,0
9284,KX845404,negative,123490,False,45.372,DNA,168,23.8095238095238,76.1904761904762,87.0945015790752,24
9285,KX987127,negative,81291,False,57.634,DNA,103,35.9223300970874,64.0776699029126,94.2908809093258,0
9286,HF569092,negative,38253,False,48.166,DNA,57,56.140350877193,43.859649122807,93.7024547094346,0
9287,HF569091,negative,41143,False,48.173,DNA,57,56.140350877193,43.859649122807,91.811486765671,1
9288,HF569090,negative,38208,False,48.163,DNA,56,55.3571428571429,44.6428571428571,93.2631909547739,0
9289,HF569089,negative,41142,False,48.182,DNA,56,55.3571428571429,44.6428571428571,91.7189246998201,1
9290,HF569088,negative,38253,False,48.177,DNA,57,56.140350877193,43.859649122807,93.7024547094346,0
9291,KU510289,negative,44885,False,37.948,DNA,78,84.6153846153846,15.3846153846154,91.3133563551298,0
9292,KJ802832,positive,52869,False,42.908,DNA,80,56.25,43.75,90.0924927651365,0
9293,KY203335,negative,46335,False,53.392,DNA,65,90.7692307692308,9.23076923076923,90.3248084601273,1
9294,KY245950,negative,10823,False,41.347,DNA,20,0.0,100.0,87.6559179525085,0
9295,KY245949,negative,16127,False,40.95,DNA,13,100.0,0.0,94.8409499596949,0
9296,KX879602,negative,38989,False,39.314,DNA,42,42.8571428571429,57.1428571428571,88.7711918746313,0
9297,KX879601,negative,36022,False,42.144,DNA,35,40.0,60.0,88.3959802343013,0
9298,KY045851,negative,35209,False,42.231,DNA,48,81.25,18.75,91.0846658524809,0
9299,KT919973,negative,250485,True,41.231,DNA,390,85.3846153846154,14.6153846153846,93.6000159690201,26
9300,KT919972,negative,248605,True,41.259,DNA,386,85.4922279792746,14.5077720207254,93.3842843064299,28
9301,AP017925,negative,276958,True,53.346,DNA,286,15.034965034965,84.965034965035,90.2941962319196,2
9302,AP017924,negative,279845,True,53.404,DNA,289,15.5709342560554,84.4290657439446,90.5733531061838,1
9303,KX268652,negative,40749,False,40.256,DNA,64,79.6875,20.3125,91.5605290927385,1
9304,KU197014,negative,49241,False,47.434,DNA,70,74.2857142857143,25.7142857142857,91.6187729737414,0
9305,KU197013,negative,44862,False,58.205,DNA,51,100.0,0.0,92.8982212117159,1
9306,KY006474,positive,68398,False,66.638,DNA,98,47.9591836734694,52.0408163265306,93.5904558612825,0
9307,KY073123,negative,154938,False,47.351,DNA,207,67.6328502415459,32.3671497584541,92.0594044069241,4
9308,KU595433,negative,44262,False,59.882,DNA,53,0.0,100.0,90.3077131625322,0
9309,KU595432,negative,43851,False,59.83,DNA,52,0.0,100.0,91.5988232879524,0
9310,KX982260,negative,37333,False,45.523,DNA,61,31.1475409836066,68.8524590163934,92.1142153054938,0
9311,KX879752,negative,37270,False,66.802,DNA,70,58.5714285714286,41.4285714285714,89.9436544137376,0
9312,KX828711,negative,164870,False,35.446,DNA,260,15.7692307692308,84.2307692307692,94.6479044095348,11
9313,KX828710,negative,50552,False,45.828,DNA,79,74.6835443037975,25.3164556962025,89.9786358601044,0
9314,KT898134,negative,60012,False,60.878,DNA,70,67.1428571428571,32.8571428571429,95.3609278144371,0
9315,KT898133,negative,47457,False,58.603,DNA,58,72.4137931034483,27.5862068965517,92.5090081547506,0
9316,KT630644,positive,29733,False,53.012,DNA,40,87.5,12.5,90.8485521138129,0
9317,KT630645,positive,33509,False,53.365,DNA,43,76.7441860465116,23.2558139534884,92.034975678176,0
9318,KT630646,positive,33509,False,53.365,DNA,43,76.7441860465116,23.2558139534884,92.034975678176,0
9319,KT630648,positive,41338,False,47.828,DNA,60,63.3333333333333,36.6666666666667,89.0705888044898,2
9320,LN881738,negative,41318,False,30.822,DNA,51,13.7254901960784,86.2745098039216,85.2412991916356,0
9321,KJ190158,negative,139020,False,43.609,DNA,214,42.5233644859813,57.4766355140187,90.1021435764638,6
9322,KX712071,negative,41283,False,52.583,DNA,50,100.0,0.0,92.4278758811133,0
9323,KX712070,negative,40395,False,52.281,DNA,53,100.0,0.0,92.4842183438544,0
9324,KX237516,negative,47405,False,48.955,DNA,74,62.1621621621622,37.8378378378378,93.9711000949267,0
9325,KX237515,negative,51099,False,50.848,DNA,77,71.4285714285714,28.5714285714286,90.7062760523689,0
9326,KX237514,negative,44623,False,54.129,DNA,56,100.0,0.0,93.5369652421397,0
9327,KX156762,positive,44677,False,34.261,DNA,68,4.41176470588235,95.5882352941177,92.8800053718916,0
9328,KX774374,negative,32826,False,50.795,DNA,48,85.4166666666667,14.5833333333333,93.2096508864924,0
9329,KX349318,negative,174785,False,39.63,DNA,205,97.5609756097561,2.4390243902439,95.3068055039048,5
9330,KX349306,negative,180111,False,41.103,DNA,208,97.5961538461538,2.40384615384615,95.8164687331701,1
9331,KX349305,negative,179559,False,41.112,DNA,206,97.5728155339806,2.42718446601942,95.7167282063277,1
9332,KX349304,negative,179560,False,41.092,DNA,205,97.5609756097561,2.4390243902439,95.5708398306973,1
9333,KX349303,negative,180780,False,41.087,DNA,210,97.6190476190476,2.38095238095238,95.7805066932183,1
9334,KX349302,negative,179558,False,41.113,DNA,207,97.5845410628019,2.41545893719807,95.7824212789182,1
9335,KX349301,negative,179558,False,41.098,DNA,207,97.5845410628019,2.41545893719807,95.6972120429053,1
9336,KX349300,negative,179565,False,41.107,DNA,208,97.5961538461538,2.40384615384615,95.7987358338206,1
9337,KX349299,negative,179558,False,41.094,DNA,208,97.5961538461538,2.40384615384615,95.7139197362412,1
9338,KX349298,negative,179558,False,41.098,DNA,208,97.5961538461538,2.40384615384615,95.7757382015839,1
9339,KX349297,negative,193281,False,40.636,DNA,218,90.8256880733945,9.1743119266055,95.4620474852676,6
9340,KX349296,negative,197625,False,40.323,DNA,228,91.2280701754386,8.7719298245614,96.6228969006958,5
9341,KX349295,negative,192972,False,40.617,DNA,219,90.8675799086758,9.1324200913242,95.5791513794748,6
9342,KX349294,negative,197450,False,40.367,DNA,229,91.2663755458515,8.73362445414847,96.6811851101545,5
9343,KX349293,negative,197868,False,40.343,DNA,228,91.2280701754386,8.7719298245614,96.5466876907838,5
9344,KX349292,negative,193001,False,40.637,DNA,219,90.8675799086758,9.1324200913242,95.7575349350521,6
9345,KX349291,negative,197629,False,40.345,DNA,228,91.2280701754386,8.7719298245614,96.5981713210106,5
9346,KX349290,negative,170397,False,40.646,DNA,213,97.1830985915493,2.8169014084507,95.3414672793535,8
9347,KX349289,negative,171216,False,40.63,DNA,214,97.196261682243,2.80373831775701,95.181525091113,8
9348,KX349288,negative,169803,False,40.631,DNA,212,97.1698113207547,2.83018867924528,95.1590961290436,8
9349,KX349287,negative,170397,False,40.645,DNA,213,97.1830985915493,2.8169014084507,95.3414672793535,8
9350,KX349286,negative,169483,False,40.621,DNA,211,97.6303317535545,2.3696682464455,95.3505661334765,8
9351,KX349285,negative,171770,False,40.579,DNA,212,97.6415094339623,2.35849056603774,95.3338766955813,8
9352,KX349284,negative,175334,False,42.163,DNA,212,97.6415094339623,2.35849056603774,96.2716871798967,6
9353,KX349283,negative,175247,False,42.173,DNA,212,97.6415094339623,2.35849056603774,96.3035030556871,6
9354,KX349282,negative,175448,False,42.159,DNA,210,97.6190476190476,2.38095238095238,96.1715152067849,6
9355,KX349281,negative,175440,False,42.164,DNA,209,97.6076555023923,2.39234449760766,96.0761513907889,6
9356,KX349280,negative,175307,False,42.163,DNA,213,97.6525821596244,2.34741784037559,96.3646631338167,6
9357,KX349279,negative,175436,False,42.16,DNA,210,97.6190476190476,2.38095238095238,96.1638432248797,6
9358,KX349278,negative,175312,False,42.171,DNA,212,97.6415094339623,2.35849056603774,96.2814867208177,6
9359,KX349277,negative,175309,False,42.164,DNA,212,97.6415094339623,2.35849056603774,96.2848456154561,6
9360,KX349276,negative,175432,False,42.152,DNA,211,97.6303317535545,2.3696682464455,96.2498289935702,6
9361,KX349275,negative,175261,False,42.169,DNA,214,97.6635514018692,2.33644859813084,96.4567131307022,6
9362,KX349274,negative,175648,False,42.169,DNA,213,97.6525821596244,2.34741784037559,96.0790899981782,6
9363,KX349273,negative,175311,False,42.17,DNA,213,97.6525821596244,2.34741784037559,96.4263508849987,6
9364,KX349272,negative,175431,False,42.156,DNA,209,97.6076555023923,2.39234449760766,96.0571392741306,6
9365,KX349271,negative,175439,False,42.168,DNA,210,97.6190476190476,2.38095238095238,96.21520870502,6
9366,KX349270,negative,175438,False,42.162,DNA,211,97.1563981042654,2.8436018957346,96.4192478254426,6
9367,KX349269,negative,175435,False,42.159,DNA,212,97.6415094339623,2.35849056603774,96.426026733548,6
9368,KX349268,negative,175437,False,42.15,DNA,210,97.6190476190476,2.38095238095238,96.0983144946619,6
9369,KX349267,negative,175435,False,42.171,DNA,210,97.6190476190476,2.38095238095238,96.209422293157,6
9370,KX349266,negative,174272,False,42.182,DNA,209,97.6076555023923,2.39234449760766,96.2489671318399,6
9371,KX349265,negative,175425,False,42.163,DNA,210,97.6190476190476,2.38095238095238,96.1715832977056,6
9372,KX349264,negative,175434,False,42.159,DNA,210,97.6190476190476,2.38095238095238,96.1706396707594,6
9373,KX349263,negative,175444,False,42.15,DNA,211,97.6303317535545,2.3696682464455,96.28941428604,6
9374,KX349262,negative,175145,False,42.136,DNA,209,97.6076555023923,2.39234449760766,96.1900139884096,6
9375,KX349261,negative,174895,False,42.172,DNA,210,97.6190476190476,2.38095238095238,96.2057234340604,6
9376,KX349260,negative,175436,False,42.154,DNA,211,97.1563981042654,2.8436018957346,96.4596776032285,6
9377,KX349259,negative,174273,False,42.196,DNA,209,97.6076555023923,2.39234449760766,96.2375124086921,6
9378,KX349258,negative,175429,False,42.157,DNA,210,97.6190476190476,2.38095238095238,96.2155629912956,6
9379,KX349257,negative,175432,False,42.159,DNA,210,97.6190476190476,2.38095238095238,96.1643257786493,6
9380,KX349256,negative,175435,False,42.169,DNA,212,97.6415094339623,2.35849056603774,96.359335366375,6
9381,KX349255,negative,175381,False,42.16,DNA,211,97.6303317535545,2.3696682464455,96.2972043721954,6
9382,KX349254,negative,175441,False,42.148,DNA,211,97.6303317535545,2.3696682464455,96.2842209061736,6
9383,KX349253,negative,175438,False,42.153,DNA,211,97.6303317535545,2.3696682464455,96.2653473021808,6
9384,KX349252,negative,175424,False,42.151,DNA,210,97.6190476190476,2.38095238095238,96.1607305727837,6
9385,KX349251,negative,175433,False,42.177,DNA,211,97.6303317535545,2.3696682464455,96.2595406793477,6
9386,KX349250,negative,175438,False,42.148,DNA,210,97.6190476190476,2.38095238095238,96.1718669843477,6
9387,KX349249,negative,175436,False,42.147,DNA,210,97.6190476190476,2.38095238095238,96.0971522378531,6
9388,KX349248,negative,174268,False,42.197,DNA,210,97.6190476190476,2.38095238095238,96.2953611678564,6
9389,KX349247,negative,175437,False,42.176,DNA,211,97.6303317535545,2.3696682464455,96.2693160507761,6
9390,KX349246,negative,175455,False,42.171,DNA,212,97.6415094339623,2.35849056603774,96.4680402382377,6
9391,KX349245,negative,175423,False,42.162,DNA,210,97.6190476190476,2.38095238095238,96.1658391430998,6
9392,KX349244,negative,175441,False,42.153,DNA,211,97.6303317535545,2.3696682464455,96.3030306484801,6
9393,KX349243,negative,175442,False,42.159,DNA,210,97.6190476190476,2.38095238095238,96.1725242530295,6
9394,KX349242,negative,175440,False,42.161,DNA,210,97.6190476190476,2.38095238095238,96.1417008663931,6
9395,KX349241,negative,175439,False,42.163,DNA,209,97.6076555023923,2.39234449760766,96.02083915207,6
9396,KX349240,negative,174265,False,42.192,DNA,208,97.5961538461538,2.40384615384615,96.0875677846957,6
9397,KX349239,negative,175434,False,42.161,DNA,210,97.6190476190476,2.38095238095238,96.1734897454313,6
9398,KX349238,negative,175433,False,42.141,DNA,210,97.6190476190476,2.38095238095238,96.1535172972018,6
9399,KX349237,negative,175340,False,42.158,DNA,211,97.6303317535545,2.3696682464455,96.2820805292574,6
9400,KX349236,negative,174281,False,42.19,DNA,210,97.6190476190476,2.38095238095238,96.2744074224959,6
9401,KX349235,negative,175440,False,42.149,DNA,210,97.1428571428571,2.85714285714286,96.3309393524852,6
9402,KX349234,negative,175083,False,42.161,DNA,213,97.6525821596244,2.34741784037559,96.3737198928508,6
9403,KX349233,negative,175447,False,42.161,DNA,210,97.1428571428571,2.85714285714286,96.3259559867082,6
9404,KX349232,negative,175432,False,42.155,DNA,211,97.1563981042654,2.8436018957346,96.3359022299238,6
9405,KX349231,negative,175439,False,42.156,DNA,212,97.6415094339623,2.35849056603774,96.1029189632864,6
9406,KX349230,negative,175777,False,42.164,DNA,210,97.6190476190476,2.38095238095238,95.8259613032422,6
9407,KX349229,negative,175083,False,42.157,DNA,212,97.6415094339623,2.35849056603774,96.3268849631318,6
9408,KU686213,negative,214214,True,41.263,DNA,269,98.1412639405204,1.85873605947955,93.547107098509,7
9409,KU686212,negative,216121,True,41.18,DNA,272,98.1617647058823,1.83823529411765,94.1722461028776,4
9410,KU686211,negative,186386,False,41.321,DNA,225,97.3333333333333,2.66666666666667,94.699709205627,12
9411,KU686210,negative,185102,False,44.659,DNA,223,97.7578475336323,2.24215246636771,96.8098669922529,4
9412,KU686209,negative,172345,False,39.913,DNA,206,98.0582524271845,1.94174757281553,95.6714729176942,5
9413,KU686208,negative,172395,False,39.902,DNA,204,98.0392156862745,1.96078431372549,95.5253922677572,5
9414,KU686207,negative,172230,False,39.919,DNA,205,98.0487804878049,1.95121951219512,95.6552284735528,5
9415,KU686206,negative,174830,False,39.046,DNA,224,95.5357142857143,4.46428571428571,94.7686323857462,8
9416,KU686205,negative,174659,False,39.014,DNA,224,95.0892857142857,4.91071428571429,94.8854625298439,8
9417,KU686204,negative,174812,False,39.045,DNA,224,95.5357142857143,4.46428571428571,94.7801066288356,8
9418,KU686203,negative,172342,False,39.248,DNA,208,96.6346153846154,3.36538461538462,95.3006231794919,5
9419,KU686202,negative,191615,False,38.586,DNA,223,96.8609865470852,3.1390134529148,95.0452730736111,8
9420,KU686201,negative,191983,False,38.583,DNA,223,96.8609865470852,3.1390134529148,94.6786955094982,8
9421,KU686200,negative,191937,False,38.578,DNA,227,96.4757709251101,3.52422907488987,95.1781053158067,7
9422,KU686199,negative,198190,False,41.558,DNA,230,96.5217391304348,3.47826086956522,94.8090216458954,10
9423,KU686198,negative,197800,False,41.552,DNA,230,96.0869565217391,3.91304347826087,94.6991911021234,10
9424,KU686197,negative,197843,False,41.565,DNA,231,96.969696969697,3.03030303030303,95.0824643783202,10
9425,KU686196,negative,197533,False,43.045,DNA,239,97.071129707113,2.92887029288703,95.7151463299803,8
9426,KU686195,negative,197534,False,43.036,DNA,238,97.0588235294118,2.94117647058824,95.5227960756123,8
9427,KU686194,negative,197263,False,43.033,DNA,238,97.0588235294118,2.94117647058824,95.6195535908913,8
9428,KU686193,negative,197533,False,43.039,DNA,239,97.071129707113,2.92887029288703,95.6847716584064,8
9429,KU686192,negative,197539,False,43.036,DNA,237,97.0464135021097,2.9535864978903,95.4692491103023,8
9430,KX591654,negative,40765,False,53.222,DNA,47,100.0,0.0,90.8131975959769,0
9431,KX656785,negative,87308,False,39.376,DNA,94,45.7446808510638,54.2553191489362,87.9850643698172,0
9432,KX879627,negative,134073,False,26.196,DNA,169,13.6094674556213,86.3905325443787,94.4179663317745,4
9433,KX856662,negative,43557,False,54.134,DNA,55,100.0,0.0,93.2088986844824,0
9434,KX467643,negative,39399,False,33.536,DNA,67,44.7761194029851,55.2238805970149,89.1570852052082,0
9435,KU927497,positive,125114,False,40.218,DNA,181,32.5966850828729,67.4033149171271,85.6211135444475,29
9436,KJ002054,negative,54791,False,49.417,DNA,67,0.0,100.0,91.9968607983063,0
9437,HQ918180,negative,174413,False,41.817,DNA,271,45.3874538745387,54.6125461254613,95.4435735868312,1
9438,GU295964,negative,174436,False,41.831,DNA,269,46.0966542750929,53.9033457249071,95.6081313490335,1
9439,KX507046,negative,129756,False,36.823,DNA,210,41.9047619047619,58.0952380952381,87.4433552205678,0
9440,KX507045,negative,40823,False,41.67,DNA,75,21.3333333333333,78.6666666666667,90.1550596477476,0
9441,LT614807,negative,171975,False,39.806,DNA,295,15.2542372881356,84.7457627118644,95.5353975868586,19
9442,KU927493,positive,77375,False,50.701,DNA,126,74.6031746031746,25.3968253968254,88.4510500807754,0
9443,KX236333,negative,134927,False,26.16,DNA,171,14.0350877192982,85.9649122807018,94.7408598723754,3
9444,KX456213,positive,36202,False,35.951,DNA,54,92.5925925925926,7.40740740740741,94.9008342080548,0
9445,KX456212,positive,33035,False,35.499,DNA,50,94.0,6.0,92.4292417133343,0
9446,KX456211,positive,32409,False,35.132,DNA,50,90.0,10.0,91.3357400722022,0
9447,KX456210,positive,34084,False,35.82,DNA,51,92.156862745098,7.84313725490196,94.1350780424833,0
9448,KX456209,positive,34117,False,35.903,DNA,51,92.156862745098,7.84313725490196,94.5628279157019,0
9449,KX456208,positive,33440,False,35.592,DNA,52,92.3076923076923,7.69230769230769,94.0909090909091,0
9450,KX456207,positive,31987,False,35.618,DNA,49,93.8775510204082,6.12244897959184,92.0061274892925,0
9451,KX456206,positive,34396,False,35.821,DNA,51,92.156862745098,7.84313725490196,94.1359460402372,0
9452,KX229736,negative,131095,False,26.139,DNA,172,86.6279069767442,13.3720930232558,94.7183340325718,3
9453,KX523699,positive,47564,False,46.415,DNA,88,62.5,37.5,92.2798755361198,2
9454,KX712143,negative,32995,False,25.519,DNA,47,53.1914893617021,46.8085106382979,80.2576147901197,0
9455,KX284704,positive,37933,False,34.54,DNA,61,36.0655737704918,63.9344262295082,92.2073128937864,0
9456,KR131750,positive,41170,False,34.596,DNA,62,64.5161290322581,35.4838709677419,90.3716298275443,0
9457,KU927500,positive,59518,False,56.492,DNA,71,64.7887323943662,35.2112676056338,92.8962666756275,0
9458,KJ748011,negative,39093,False,49.927,DNA,47,100.0,0.0,90.745146189855,0
9459,KT809302,negative,31314,False,68.126,DNA,45,53.3333333333333,46.6666666666667,91.8470971450469,0
9460,LT603033,negative,348043,True,34.052,DNA,588,92.687074829932,7.31292517006803,92.1475220015918,7
9461,LN997803,negative,38594,False,47.067,DNA,54,40.7407407407407,59.2592592592593,87.6923874177333,2
9462,KX522565,negative,65653,False,34.492,DNA,56,57.1428571428571,42.8571428571429,88.8992125264649,0
9463,AY150271,positive,39672,False,50.834,DNA,45,75.5555555555556,24.4444444444444,91.6666666666667,0
9464,KT381865,negative,38868,False,63.518,DNA,51,5.88235294117647,94.1176470588235,94.9418544818359,0
