Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
MG820639,positive,29784,False,54.079,41,51.219512195122,48.780487804878,86.2107171635778,0,True,False,False,False
MG820638,positive,29784,False,54.079,41,51.219512195122,48.780487804878,86.2107171635778,0,True,False,False,False
MG820637,positive,29446,False,53.912,45,64.4444444444444,35.5555555555556,85.0098485363037,0,True,False,False,False
MG820636,positive,28892,False,54.378,43,65.1162790697674,34.8837209302326,78.9699570815451,1,True,False,False,False
MG820635,positive,29370,False,54.072,43,51.1627906976744,48.8372093023256,87.3748723186925,0,True,False,False,False
MG820634,positive,29593,False,53.915,44,47.7272727272727,52.2727272727273,89.0886358260399,0,True,False,False,False
MG820633,positive,29507,False,53.858,40,50.0,50.0,86.0033212458061,0,True,False,False,False
MG820632,positive,29508,False,53.853,40,50.0,50.0,85.878405856039,0,True,False,False,False
MG820645,positive,29137,False,54.412,39,51.2820512820513,48.7179487179487,84.3566599169441,0,True,False,False,False
HG792103,negative,61343,False,50.231,69,59.4202898550725,40.5797101449275,89.1479060365486,3,True,False,False,False
MG845865,negative,38823,False,50.375,46,100.0,0.0,92.3189861679932,0,True,False,False,False
MF403009,negative,58966,False,59.672,74,33.7837837837838,66.2162162162162,96.8897330665129,0,True,False,False,False
MF403008,negative,490380,True,37.06,839,31.1084624553039,68.8915375446961,93.732411599168,30,True,False,False,False
MF403007,negative,143349,False,49.44,217,79.7235023041475,20.2764976958525,92.2566603185233,0,True,False,False,False
MF403006,negative,45175,False,54.734,49,100.0,0.0,90.1892639734366,0,True,False,False,False
MF403005,negative,45423,False,54.829,52,100.0,0.0,92.1075226206988,0,True,False,False,False
CP018841,positive,18659,False,32.885,37,13.5135135135135,86.4864864864865,89.3617021276596,0,True,False,False,False
MF327006,negative,163982,False,40.564,265,17.7358490566038,82.2641509433962,93.2882877388982,0,True,False,False,False
MF327007,negative,166002,False,35.451,265,15.8490566037736,84.1509433962264,94.8518692545873,11,True,False,False,False
MF327009,negative,168573,False,35.346,265,16.6037735849057,83.3962264150943,94.228613123098,9,True,False,False,False
MF327008,negative,168112,False,35.321,267,15.3558052434457,84.6441947565543,95.0907728181213,10,True,False,False,False
MF327004,negative,90092,False,39.032,138,70.2898550724638,29.7101449275362,90.2843759712294,26,True,False,False,False
MF327003,negative,87575,False,39.065,133,72.1804511278195,27.8195488721804,91.1675706537254,25,True,False,False,False
MG835858,negative,59214,False,56.289,79,56.9620253164557,43.0379746835443,94.6144492856419,0,True,False,False,False
MG832642,negative,39482,False,48.615,49,100.0,0.0,91.7202775948533,0,True,False,False,False
MG711460,positive,36636,False,60.31,52,96.1538461538462,3.84615384615385,93.7356698329512,0,True,False,False,False
MG835450,positive,31069,False,53.278,55,94.5454545454545,5.45454545454545,90.302230519167,0,True,False,False,False
MG765276,positive,79221,False,37.067,126,35.7142857142857,64.2857142857143,89.6075535527196,4,True,False,False,False
MG770897,positive,45111,False,33.349,63,87.3015873015873,12.6984126984127,93.1701802221188,0,True,False,False,False
MG770379,negative,156801,False,46.143,195,70.7692307692308,29.2307692307692,92.0255610614728,6,True,False,False,False
MG744354,positive,81076,False,39.417,118,33.0508474576271,66.9491525423729,86.3572450540234,4,True,False,False,False
MG711467,positive,54286,False,55.799,85,88.2352941176471,11.7647058823529,94.6431860884943,0,True,False,False,False
MG711466,positive,54725,False,53.906,88,78.4090909090909,21.5909090909091,90.1671996345363,0,True,False,False,False
MG711465,positive,61716,False,55.796,97,96.9072164948454,3.09278350515464,94.4179791302093,1,True,False,False,False
MG711464,positive,34075,False,59.894,42,92.8571428571429,7.14285714285714,94.9640498899486,1,True,False,False,False
MG711463,positive,58391,False,49.794,88,97.7272727272727,2.27272727272727,91.1047935469507,1,True,False,False,False
MG711462,positive,49573,False,57.092,75,84.0,16.0,92.2457789522522,0,True,False,False,False
MG711461,positive,48211,False,55.906,65,98.4615384615385,1.53846153846154,93.7192756839725,0,True,False,False,False
MF327005,negative,90375,False,39.024,137,71.5328467153285,28.4671532846715,90.2959889349931,25,True,False,False,False
MG708276,positive,41489,False,34.691,67,35.8208955223881,64.1791044776119,91.1229482513437,0,True,False,False,False
MG189906,negative,96542,False,58.369,148,100.0,0.0,95.4009653829421,5,True,False,False,False
KX130863,negative,108050,False,38.738,153,32.0261437908497,67.9738562091503,88.8283202221194,10,True,False,False,False
MF276773,negative,30413,False,54.138,43,83.7209302325581,16.2790697674419,94.0847663827968,0,True,False,False,False
MG766218,positive,17603,False,28.955,19,42.1052631578947,57.8947368421053,92.2683633471567,0,True,False,False,False
MG592672,negative,101642,False,41.068,142,25.3521126760563,74.6478873239437,91.2496802502902,0,True,False,False,False
MG592671,negative,348911,True,38.093,493,91.683569979716,8.31643002028398,89.8828067902703,18,True,False,False,False
MG592670,negative,31617,False,45.944,50,98.0,2.0,95.0944112344625,0,True,False,False,False
MG592669,negative,31617,False,45.944,50,98.0,2.0,95.0944112344625,0,True,False,False,False
MG592668,negative,75797,False,43.11,106,20.7547169811321,79.2452830188679,94.7728801931475,2,True,False,False,False
MG592667,negative,55795,False,49.47,80,67.5,32.5,92.6373330943633,0,True,False,False,False
MG592666,negative,44683,False,38.784,57,71.9298245614035,28.0701754385965,93.8209162321241,0,True,False,False,False
MG592665,negative,44649,False,42.359,77,74.025974025974,25.974025974026,91.0569105691057,0,True,False,False,False
MG592664,negative,44649,False,42.364,77,74.025974025974,25.974025974026,91.157696700934,0,True,False,False,False
MG592662,negative,101637,False,41.065,142,25.3521126760563,74.6478873239437,91.2364591634936,0,True,False,False,False
MG592661,negative,45020,False,44.816,53,64.1509433962264,35.8490566037736,93.3851621501555,0,True,False,False,False
MG592660,negative,48275,False,44.141,76,30.2631578947368,69.7368421052632,93.4976696012429,2,True,False,False,False
MG592659,negative,43662,False,42.969,74,67.5675675675676,32.4324324324324,89.1095231551463,0,True,False,False,False
MG592658,negative,44529,False,43.392,69,63.768115942029,36.231884057971,88.9847065957017,0,True,False,False,False
MG592657,negative,45562,False,43.334,70,64.2857142857143,35.7142857142857,88.1984987489575,0,True,False,False,False
MG592656,negative,49131,False,42.993,81,50.6172839506173,49.3827160493827,91.4819564022715,0,True,False,False,False
MG592655,negative,59437,False,48.552,93,67.741935483871,32.258064516129,90.5614347965072,1,True,False,False,False
MG592654,negative,45648,False,43.454,70,65.7142857142857,34.2857142857143,88.8472660357518,0,True,False,False,False
MG592653,negative,59530,False,48.619,85,65.8823529411765,34.1176470588235,89.1029732907778,0,True,False,False,False
MG592652,negative,59530,False,48.621,85,65.8823529411765,34.1176470588235,89.1029732907778,0,True,False,False,False
MG592651,negative,59530,False,48.621,85,65.8823529411765,34.1176470588235,89.1029732907778,0,True,False,False,False
MG592650,negative,59359,False,48.577,85,65.8823529411765,34.1176470588235,88.2528344480197,0,True,False,False,False
MG592649,negative,59297,False,48.591,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592648,negative,59297,False,48.591,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592647,negative,49282,False,42.669,82,50.0,50.0,90.9581591656183,0,True,False,False,False
MG592646,negative,59419,False,48.602,85,65.8823529411765,34.1176470588235,88.1687675659301,0,True,False,False,False
MG592645,negative,59297,False,48.588,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592644,negative,44334,False,42.184,72,75.0,25.0,89.9715793747462,0,True,False,False,False
MG592643,negative,37915,False,44.304,53,88.6792452830189,11.3207547169811,92.2827377027562,1,True,False,False,False
MG592642,negative,59409,False,48.572,85,64.7058823529412,35.2941176470588,88.3552997020654,0,True,False,False,False
MG592641,negative,48145,False,42.86,78,55.1282051282051,44.8717948717949,90.5493820749818,2,True,False,False,False
MG592640,negative,59297,False,48.591,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592639,negative,59297,False,48.589,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592638,negative,59297,False,48.586,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592637,negative,59294,False,48.59,85,65.8823529411765,34.1176470588235,88.3495800586906,0,True,False,False,False
MG592636,negative,59294,False,48.592,85,65.8823529411765,34.1176470588235,88.3495800586906,0,True,False,False,False
MG592635,negative,59738,False,48.652,88,63.6363636363636,36.3636363636364,89.2497237939,0,True,False,False,False
MG592634,negative,59297,False,48.588,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592633,negative,59297,False,48.588,85,65.8823529411765,34.1176470588235,88.3501694858087,0,True,False,False,False
MG592632,negative,59414,False,48.579,85,64.7058823529412,35.2941176470588,88.3529134547413,0,True,False,False,False
MG592631,negative,34788,False,43.262,59,79.6610169491525,20.3389830508475,89.7809589513625,0,True,False,False,False
MG592630,negative,43630,False,42.18,69,72.463768115942,27.536231884058,89.1886316754527,0,True,False,False,False
MG592629,negative,47739,False,42.77,65,32.3076923076923,67.6923076923077,86.9226418651417,0,True,False,False,False
MG592628,negative,49640,False,43.042,76,52.6315789473684,47.3684210526316,91.4625302175665,0,True,False,False,False
MG592627,negative,49640,False,43.038,76,52.6315789473684,47.3684210526316,91.4625302175665,0,True,False,False,False
MG592626,negative,47635,False,39.072,74,39.1891891891892,60.8108108108108,91.6930828172562,4,True,False,False,False
MG592625,negative,71992,False,43.166,82,32.9268292682927,67.0731707317073,93.4548283142571,1,True,False,False,False
MG592623,negative,32371,False,45.776,47,100.0,0.0,96.22501621822,0,True,False,False,False
MG592622,negative,48207,False,42.967,76,53.9473684210526,46.0526315789474,90.5719086439729,0,True,False,False,False
MG592621,negative,159885,False,44.335,216,36.1111111111111,63.8888888888889,92.2306657910373,3,True,False,False,False
MG592620,negative,32699,False,45.466,45,100.0,0.0,95.4891586898682,0,True,False,False,False
MG592619,negative,47008,False,43.018,59,40.6779661016949,59.3220338983051,88.5934309053778,0,True,False,False,False
MG592618,negative,59649,False,48.566,92,65.2173913043478,34.7826086956522,90.7961575215008,1,True,False,False,False
MG592617,negative,59981,False,48.93,94,68.0851063829787,31.9148936170213,89.1949117220453,1,True,False,False,False
MG592614,negative,48301,False,42.881,80,48.75,51.25,90.6068197345811,0,True,False,False,False
MG592613,negative,43896,False,44.054,70,91.4285714285714,8.57142857142857,94.5370876617459,1,True,False,False,False
MG592612,negative,43896,False,44.056,70,91.4285714285714,8.57142857142857,94.44140696191,1,True,False,False,False
MG592611,negative,47133,False,44.761,67,62.6865671641791,37.3134328358209,90.8726370059194,0,True,False,False,False
MG592610,negative,71702,False,43.12,92,32.6086956521739,67.3913043478261,91.4911717943712,0,True,False,False,False
MG592609,negative,159885,False,44.335,216,36.1111111111111,63.8888888888889,92.2306657910373,3,True,False,False,False
MG592608,negative,48414,False,42.94,77,49.3506493506493,50.6493506493506,89.0981947370595,2,True,False,False,False
MG592607,negative,36910,False,42.753,64,73.4375,26.5625,93.1671633703603,1,True,False,False,False
MG592606,negative,36710,False,42.531,59,84.7457627118644,15.2542372881356,88.7142467992373,1,True,False,False,False
MG592605,negative,38618,False,43.021,64,78.125,21.875,90.9757108084313,0,True,False,False,False
MG592604,negative,70467,False,43.189,92,32.6086956521739,67.3913043478261,91.8557622717016,0,True,False,False,False
MG592603,negative,70494,False,43.188,92,32.6086956521739,67.3913043478261,91.8588816069453,0,True,False,False,False
MG592602,negative,60160,False,48.763,95,65.2631578947368,34.7368421052632,90.9358377659574,1,True,False,False,False
MG592601,negative,60097,False,48.763,95,65.2631578947368,34.7368421052632,90.9263357571925,1,True,False,False,False
MG592600,negative,42646,False,42.325,67,79.1044776119403,20.8955223880597,91.1972986915537,0,True,False,False,False
MG592599,negative,47017,False,43.025,59,40.6779661016949,59.3220338983051,88.5956143522556,0,True,False,False,False
MG592598,negative,36823,False,43.114,60,76.6666666666667,23.3333333333333,87.0189827010292,0,True,False,False,False
MG592597,negative,36823,False,43.114,60,76.6666666666667,23.3333333333333,86.5627461097684,0,True,False,False,False
MG592596,negative,56736,False,43.896,79,65.8227848101266,34.1772151898734,94.4744077834179,0,True,False,False,False
MG592595,negative,44527,False,42.143,76,76.3157894736842,23.6842105263158,90.7067621892335,0,True,False,False,False
MG592594,negative,36667,False,42.897,64,76.5625,23.4375,89.5000954536777,0,True,False,False,False
MG592593,negative,35655,False,42.979,67,79.1044776119403,20.8955223880597,91.9310054690787,0,True,False,False,False
MG592592,negative,52615,False,44.242,75,58.6666666666667,41.3333333333333,91.7019861256296,0,True,False,False,False
MG592591,negative,71915,False,43.063,85,32.9411764705882,67.0588235294118,93.9470207884308,1,True,False,False,False
MG592590,negative,49535,False,44.443,70,62.8571428571429,37.1428571428571,90.7842939335823,0,True,False,False,False
MG592589,negative,31617,False,45.944,50,98.0,2.0,95.0944112344625,0,True,False,False,False
MG592588,negative,31617,False,45.944,50,98.0,2.0,95.0944112344625,0,True,False,False,False
MG592587,negative,41359,False,42.603,68,77.9411764705882,22.0588235294118,93.3750816025533,0,True,False,False,False
MG592586,negative,80834,False,45.548,105,100.0,0.0,92.7530494593859,0,True,False,False,False
MG592585,negative,80834,False,45.548,105,100.0,0.0,92.7975851745553,0,True,False,False,False
MG592584,negative,44205,False,43.629,69,89.8550724637681,10.1449275362319,93.7269539644837,1,True,False,False,False
MG592583,negative,42443,False,42.568,72,76.3888888888889,23.6111111111111,92.6018424710789,0,True,False,False,False
MG592582,negative,37169,False,43.749,40,77.5,22.5,98.3561570125642,0,True,False,False,False
MG592581,negative,37169,False,43.749,40,77.5,22.5,98.3561570125642,0,True,False,False,False
MG592580,negative,48224,False,42.039,74,67.5675675675676,32.4324324324324,90.4383709356337,1,True,False,False,False
MG592579,negative,43712,False,48.001,65,41.5384615384615,58.4615384615385,94.8824121522694,0,True,False,False,False
MG592578,negative,48927,False,44.464,69,36.231884057971,63.768115942029,92.39274838024,3,True,False,False,False
