id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
LC035386,negative,5688,0,58.034,0,8,85.81223628691983,100.0,0.0,False,True,False,False,True,False
KT630647,positive,35203,0,51.936,0,49,95.54299349487259,77.55,22.45,False,True,False,False,True,False
KY653237,positive,5387,0,44.663,0,11,175.79357713012809,100.0,0.0,False,True,False,False,True,False
KY619305,negative,50800,0,46.085,1,79,91.80118110236221,75.95,24.05,False,True,False,False,False,True
KY566218,positive,36671,0,51.046,1,48,88.5113577486297,81.25,18.75,False,True,False,False,False,True
KM879221,negative,73882,0,59.889,0,88,96.14114398635662,75.0,25.0,False,True,False,False,False,True
CP011103,positive,41913,0,45.506,0,56,92.79937012382793,91.07,8.93,False,True,False,False,True,False
KY442063,positive,18546,0,29.823,0,20,95.16876954599375,45.0,55.0,False,True,False,False,False,True
KY630187,negative,357154,1,34.423,31,549,91.93709156274325,92.53,7.47,False,True,False,False,False,True
KY464836,negative,43211,0,61.482,0,48,91.44893661336233,2.08,97.92,False,True,False,False,True,False
KY472224,positive,57408,0,39.815,0,127,86.14653010033445,14.96,85.04,False,True,False,False,False,True
KY471386,positive,18275,0,30.096,0,21,96.50889192886457,42.86,57.14,False,True,False,False,False,True
KT949345,negative,42167,0,58.864,0,46,92.19769013683687,100.0,0.0,False,True,False,False,False,True
KP966108,negative,36499,0,64.407,0,51,95.89577796651963,86.27,13.73,False,True,False,False,False,True
KX223815,positive,73787,0,38.962,2,86,82.42915418705192,66.28,33.72,False,True,False,False,False,True
KY579375,negative,15230,0,38.234,0,31,97.95797767564018,70.97,29.03,False,True,False,False,True,False
KY563228,negative,16271,0,37.078,0,38,99.4530145657919,68.42,31.58,False,True,False,False,True,False
AP017972,negative,239276,1,44.546,0,209,93.20491816981227,11.96,88.04,False,True,False,False,True,False
KX119183,negative,12309,0,36.177,0,21,90.10480136485498,95.24,4.76,False,True,False,False,False,True
KX119182,negative,19736,0,37.135,0,28,94.8976489663559,100.0,0.0,False,True,False,False,False,True
KX119181,negative,11604,0,36.177,0,11,98.50051706308169,100.0,0.0,False,True,False,False,False,True
KX119178,negative,16009,0,35.73,0,17,97.48266600037479,100.0,0.0,False,True,False,False,False,True
KX119206,negative,29882,0,36.691,0,35,95.78676126095978,97.14,2.86,False,True,False,False,False,True
KX119205,negative,28068,0,36.223,0,33,96.50491663103891,100.0,0.0,False,True,False,False,False,True
KX119204,negative,26906,0,36.297,0,32,95.63294432468594,100.0,0.0,False,True,False,False,False,True
KX119203,negative,27363,0,37.405,0,32,94.93476592478895,100.0,0.0,False,True,False,False,False,True
KX119202,negative,30071,0,36.933,0,36,95.55385587443051,100.0,0.0,False,True,False,False,False,True
KX119201,negative,31200,0,37.234,0,37,93.53846153846153,91.89,8.11,False,True,False,False,False,True
KX119200,negative,31236,0,37.255,0,37,93.54590856703804,91.89,8.11,False,True,False,False,False,True
KX119199,negative,29801,0,37.039,0,34,96.61085198483272,100.0,0.0,False,True,False,False,False,True
KX119198,negative,28341,0,36.908,0,31,95.77643696411559,100.0,0.0,False,True,False,False,False,True
KX119197,negative,30548,0,36.893,0,39,98.05879271965432,94.87,5.13,False,True,False,False,False,True
KX119196,negative,25388,0,36.817,0,33,85.85946116275406,69.7,30.3,False,True,False,False,False,True
KX119195,negative,32975,0,36.264,0,39,95.30856709628507,94.87,5.13,False,True,False,False,False,True
KX119194,negative,28565,0,36.422,0,36,97.05233677577455,100.0,0.0,False,True,False,False,False,True
KX119193,negative,22559,0,35.986,0,26,94.7515404051598,100.0,0.0,False,True,False,False,False,True
KX119192,negative,28670,0,36.216,0,34,96.33065922567144,100.0,0.0,False,True,False,False,False,True
KX119191,negative,29393,0,36.199,0,36,95.93100398053959,97.22,2.78,False,True,False,False,False,True
KX119190,negative,27572,0,36.559,0,32,95.08559408095168,100.0,0.0,False,True,False,False,False,True
KX119189,negative,23008,0,37.118,0,24,96.73591794158554,100.0,0.0,False,True,False,False,False,True
KX119188,negative,29388,0,35.583,0,36,94.72233564720294,100.0,0.0,False,True,False,False,False,True
KX119177,negative,30977,0,36.55,0,37,96.40055525066985,100.0,0.0,False,True,False,False,False,True
KX119176,negative,27960,0,36.996,0,32,96.9206008583691,100.0,0.0,False,True,False,False,False,True
KX119175,negative,30078,0,37.22,0,38,94.5741073209655,97.37,2.63,False,True,False,False,False,True
KX119174,negative,30456,0,36.715,0,35,95.9909377462569,97.14,2.86,False,True,False,False,False,True
KY398841,negative,44234,0,44.217,1,70,93.59768503865804,77.14,22.86,False,True,False,False,False,True
KY295898,negative,41184,0,51.284,0,62,91.90705128205127,32.26,67.74,False,True,False,False,False,True
KY295896,negative,41039,0,51.127,0,67,92.61190574819075,29.85,70.15,False,True,False,False,False,True
KY295895,negative,41519,0,50.782,0,68,91.80856957055806,32.35,67.65,False,True,False,False,False,True
KX160220,positive,35188,0,35.381,0,53,91.18165283619416,88.68,11.32,False,True,False,False,False,True
KX160219,positive,31446,0,35.769,0,52,89.11467277237168,98.08,1.92,False,True,False,False,False,True
KX160218,positive,38334,0,36.576,0,56,94.60009391141023,94.64,5.36,False,True,False,False,False,True
KX160217,positive,35867,0,36.315,0,52,94.23146625031366,94.23,5.77,False,True,False,False,False,True
KX160216,positive,35636,0,36.143,0,53,93.57952632169716,92.45,7.55,False,True,False,False,False,True
KX160215,positive,34989,0,36.117,0,55,93.00351539055131,98.18,1.82,False,True,False,False,False,True
KX160214,positive,35904,0,35.754,0,58,93.04812834224599,98.28,1.72,False,True,False,False,False,True
KX160213,positive,34421,0,35.807,0,53,89.93637604950466,98.11,1.89,False,True,False,False,False,True
KX160212,positive,34635,0,35.868,0,55,91.40753572975314,98.18,1.82,False,True,False,False,False,True
KX160211,positive,30556,0,36.32,0,50,94.63607802068333,100.0,0.0,False,True,False,False,False,True
KX160210,positive,30616,0,36.089,0,52,94.59759602822054,100.0,0.0,False,True,False,False,False,True
KX160209,positive,30238,0,36.203,0,49,93.70659435147827,100.0,0.0,False,True,False,False,False,True
KX160208,positive,36445,0,35.967,0,58,94.03759089038277,100.0,0.0,False,True,False,False,False,True
KX160207,positive,36378,0,36.264,0,53,93.74072241464621,92.45,7.55,False,True,False,False,False,True
KX160206,positive,30745,0,36.045,0,47,92.67848430639128,97.87,2.13,False,True,False,False,False,True
KX160205,positive,35800,0,35.869,0,60,91.62569832402234,98.33,1.67,False,True,False,False,False,True
KX160204,positive,34067,0,35.392,0,60,92.006927525171,98.33,1.67,False,True,False,False,False,True
JX290549,negative,43827,0,49.182,1,52,94.60606475460332,100.0,0.0,False,True,False,False,False,True
KF156340,negative,170438,0,39.369,0,210,94.16562034288128,97.62,2.38,False,True,False,False,True,False
KY250482,positive,58200,0,52.241,0,101,92.5085910652921,88.12,11.88,False,True,False,False,False,True
KY385423,negative,44094,0,54.141,0,56,96.53921168412936,100.0,0.0,False,True,False,False,False,True
KY006853,negative,65675,0,66.52,0,108,191.03464027407688,37.96,62.04,False,True,False,False,True,False
KX232515,positive,43922,0,33.277,0,66,88.32931105140932,15.15,84.85,False,True,False,False,False,True
KX532239,positive,135502,0,30.001,0,192,86.0887662174728,78.65,21.35,False,True,False,False,False,True
KY014601,negative,59024,0,56.418,0,73,95.81695581458389,67.12,32.88,False,True,False,False,False,True
KX660669,negative,40551,0,57.833,0,48,190.10875194199897,97.92,2.08,False,True,False,False,True,False
KT454806,negative,88698,0,40.158,19,132,89.64012717310425,71.21,28.79,False,True,False,False,False,True
KT454805,negative,90743,0,39.761,19,138,90.45105407579648,73.91,26.09,False,True,False,False,False,True
KX130960,negative,46717,0,44.215,0,74,90.28191022539974,79.73,20.27,False,True,False,False,True,False
KY420199,negative,39558,0,41.008,0,70,92.49962080994995,35.71,64.29,False,True,False,False,False,True
EU078592,negative,42925,0,51.884,0,57,100.04193360512521,64.91,35.09,False,True,False,False,False,True
KY117485,negative,44793,0,60.967,0,56,95.63547875784162,100.0,0.0,False,True,False,False,False,True
KY379853,positive,41854,0,49.828,0,59,86.34300186362115,72.88,27.12,False,True,False,False,True,False
KY316062,negative,42042,0,63.177,0,46,92.00085628657058,2.17,97.83,False,True,False,False,True,False
KY303907,positive,58984,0,39.768,0,101,85.87922148379221,18.81,81.19,False,True,False,False,False,True
KY290756,negative,43121,0,43.401,0,49,88.529950604114,97.96,2.04,False,True,False,False,False,True
KX845404,negative,123490,0,45.372,21,149,96.55275730828407,22.15,77.85,False,True,False,False,False,True
KX987127,negative,81291,0,57.634,0,111,96.06229471897258,35.14,64.86,False,True,False,False,False,True
HF569092,negative,38253,0,48.166,0,58,95.1533213081327,55.17,44.83,False,True,False,False,False,True
HF569091,negative,41143,0,48.173,0,58,95.39654376200083,56.9,43.1,False,True,False,False,False,True
HF569090,negative,38208,0,48.163,0,59,95.39886934673368,54.24,45.76,False,True,False,False,False,True
HF569089,negative,41142,0,48.182,0,58,95.522823392154,56.9,43.1,False,True,False,False,False,True
HF569088,negative,38253,0,48.177,0,58,95.1533213081327,55.17,44.83,False,True,False,False,False,True
KU510289,negative,44885,0,37.948,0,83,92.93082321488248,84.34,15.66,False,True,False,False,False,True
KJ802832,positive,52869,0,42.908,0,84,95.38481908112504,57.14,42.86,False,True,False,False,False,True
KY203335,negative,46335,0,53.392,1,65,90.32480846012734,90.77,9.23,False,True,False,False,False,True
KY245950,negative,10823,0,41.347,0,0,0.0,0.0,0.0,False,True,False,False,False,True
KY245949,negative,16127,0,40.95,0,0,0.0,0.0,0.0,False,True,False,False,False,True
KX879602,negative,38989,0,39.314,0,44,88.40185693400703,43.18,56.82,False,True,False,False,True,False
KX879601,negative,36022,0,42.144,0,35,87.96568763533396,45.71,54.29,False,True,False,False,False,True
KY045851,negative,35209,0,42.231,0,46,87.80425459399585,82.61,17.39,False,True,False,False,False,True
KT919973,negative,250485,1,41.231,29,383,91.51086891430624,84.6,15.4,False,True,False,False,False,True
KT919972,negative,248605,1,41.259,30,380,91.16349228696124,84.74,15.26,False,True,False,False,False,True
AP017925,negative,276958,1,53.346,1,287,90.09199950895082,15.68,84.32,False,True,False,False,True,False
AP017924,negative,279845,1,53.404,1,289,90.14990441137058,14.88,85.12,False,True,False,False,True,False
KX268652,negative,40749,0,40.256,1,70,95.91891825566272,81.43,18.57,False,True,False,False,False,True
KU197014,negative,49241,0,47.434,0,79,94.99400905749273,70.89,29.11,False,True,False,False,False,True
KU197013,negative,44862,0,58.205,1,53,92.78453925371139,100.0,0.0,False,True,False,False,False,True
KY006474,positive,68398,0,66.638,0,99,93.89309628936519,48.48,51.52,False,True,False,False,False,True
KY073123,negative,154938,0,47.351,4,193,88.05522208883554,66.84,33.16,False,True,False,False,False,True
KU595433,negative,44262,0,59.882,0,53,89.05381591432831,0.0,100.0,False,True,False,False,False,True
KU595432,negative,43851,0,59.83,0,53,91.91352534719847,0.0,100.0,False,True,False,False,False,True
KX982260,negative,37333,0,45.523,0,61,91.57581764122894,31.15,68.85,False,True,False,False,False,True
KX879752,negative,37270,0,66.802,0,69,187.50469546552188,57.97,42.03,False,True,False,False,True,False
KX828711,negative,164870,0,35.446,0,265,94.74737672105296,15.09,84.91,False,True,False,False,False,True
KX828710,negative,50552,0,45.828,0,82,91.46225668618452,75.61,24.39,False,True,False,False,False,True
KT898134,negative,60012,0,60.878,0,70,92.27654469106179,67.14,32.86,False,True,False,False,False,True
KT898133,negative,47457,0,58.603,0,61,93.34976926480815,73.77,26.23,False,True,False,False,False,True
KT630644,positive,29733,0,53.012,0,43,92.18040560992836,83.72,16.28,False,True,False,False,True,False
KT630645,positive,33509,0,53.365,0,47,93.15407800889314,70.21,29.79,False,True,False,False,True,False
KT630646,positive,33509,0,53.365,0,47,93.15407800889314,70.21,29.79,False,True,False,False,True,False
KT630648,positive,41338,0,47.828,0,55,89.09961778508878,69.09,30.91,False,True,False,False,True,False
LN881738,negative,41318,0,30.822,0,51,85.2412991916356,13.73,86.27,False,True,False,False,False,True
KJ190158,negative,139020,0,43.609,6,218,91.0559631707668,43.58,56.42,False,True,False,False,False,True
KX712071,negative,41283,0,52.583,0,50,93.59058207979072,100.0,0.0,False,True,False,False,False,True
KX712070,negative,40395,0,52.281,0,52,93.74675083549945,100.0,0.0,False,True,False,False,False,True
KX237516,negative,47405,0,48.955,0,75,95.36968674190486,62.67,37.33,False,True,False,False,False,True
KX237515,negative,51099,0,50.848,0,79,92.89222881073994,72.15,27.85,False,True,False,False,False,True
KX237514,negative,44623,0,54.129,0,57,96.36062120431168,100.0,0.0,False,True,False,False,False,True
KX156762,positive,44677,0,34.261,0,69,92.84643104953332,5.8,94.2,False,True,False,False,False,True
KX774374,negative,32826,0,50.795,0,49,93.46554560409432,85.71,14.29,False,True,False,False,False,True
KX349318,negative,174785,0,39.63,5,215,96.96026546900478,97.21,2.79,False,True,False,False,False,True
KX349306,negative,180111,0,41.103,1,217,97.23725924568738,97.24,2.76,False,True,False,False,False,True
KX349305,negative,179559,0,41.112,1,216,97.20871691198994,97.22,2.78,False,True,False,False,False,True
KX349304,negative,179560,0,41.092,1,216,97.2081755402094,97.22,2.78,False,True,False,False,False,True
KX349303,negative,180780,0,41.087,1,220,97.30224582365305,97.27,2.73,False,True,False,False,False,True
KX349302,negative,179558,0,41.113,1,216,97.20925828980052,97.22,2.78,False,True,False,False,False,True
KX349301,negative,179558,0,41.098,1,216,97.20925828980052,97.22,2.78,False,True,False,False,False,True
KX349300,negative,179565,0,41.107,1,216,97.2088101801576,97.22,2.78,False,True,False,False,False,True
KX349299,negative,179558,0,41.094,1,216,97.20925828980052,97.22,2.78,False,True,False,False,False,True
KX349298,negative,179558,0,41.098,1,216,97.23097829113712,97.22,2.78,False,True,False,False,False,True
KX349297,negative,193281,0,40.636,6,231,96.47404556060864,91.34,8.66,False,True,False,False,False,True
KX349296,negative,197625,0,40.323,5,235,96.74990512333966,91.49,8.51,False,True,False,False,False,True
KX349295,negative,192972,0,40.617,6,230,96.47617270899404,91.3,8.7,False,True,False,False,False,True
KX349294,negative,197450,0,40.367,5,235,96.7581666244619,91.49,8.51,False,True,False,False,False,True
KX349293,negative,197868,0,40.343,5,236,96.57650554915398,91.53,8.47,False,True,False,False,False,True
KX349292,negative,193001,0,40.637,6,230,96.47411153310087,91.3,8.7,False,True,False,False,False,True
KX349291,negative,197629,0,40.345,5,235,96.75250089814755,91.49,8.51,False,True,False,False,False,True
KX349290,negative,170397,0,40.646,8,221,96.37787050241495,97.29,2.71,False,True,False,False,False,True
KX349289,negative,171216,0,40.63,8,224,96.41447061022335,97.32,2.68,False,True,False,False,False,True
KX349288,negative,169803,0,40.631,8,222,96.42880278911444,97.3,2.7,False,True,False,False,False,True
KX349287,negative,170397,0,40.645,8,221,96.37434931366163,97.29,2.71,False,True,False,False,False,True
KX349286,negative,169483,0,40.621,8,218,96.15595664461922,97.25,2.75,False,True,False,False,False,True
KX349285,negative,171770,0,40.579,8,222,96.37072829947022,97.3,2.7,False,True,False,False,False,True
KX349284,negative,175334,0,42.163,6,215,96.5893665803552,97.21,2.79,False,True,False,False,False,True
KX349283,negative,175247,0,42.173,6,215,96.64188259998745,97.21,2.79,False,True,False,False,False,True
KX349282,negative,175448,0,42.159,6,214,96.63547033878984,97.2,2.8,False,True,False,False,False,True
KX349281,negative,175440,0,42.164,6,214,96.63987688098496,97.2,2.8,False,True,False,False,False,True
KX349280,negative,175307,0,42.163,6,215,96.61222883284752,97.21,2.79,False,True,False,False,False,True
KX349279,negative,175436,0,42.16,6,214,96.62669007501312,97.2,2.8,False,True,False,False,False,True
KX349278,negative,175312,0,42.171,6,215,96.61460710048371,97.21,2.79,False,True,False,False,False,True
